RSI,WILLR,K,D,OBV,close,WMA,EMA9,SMA,TEMA,MacdHist,CCI,CMO,PPO,ROC,MFI,strategy
0.37199617010359864,0.7481840193704582,0.14988344988345068,0.16824656824656858,0.49295579530000005,0.042306666666666666,0.04256492063492067,0.04241347205396221,0.04272407407407406,0.04214636650243889,0.49753607580181414,0.4320222337149232,0.37199617010359864,0.48467477005973075,0.4973354231974922,0.23611853411300088,1
0.37014996398651073,0.7462311557788943,0.16742424242424378,0.15254467754467835,0.49243248128333333,0.04229666666666667,0.042519253968254005,0.0423901109765031,0.04266685185185184,0.04214599544315018,0.4984165012237167,0.4468437609785704,0.37014996398651073,0.4855631789594053,0.49799843014128725,0.2830327874832616,1
0.5593483992525746,0.1990632318501153,0.4222819530196591,0.24652988177578447,0.49636741076833335,0.043100000000000006,0.04255385714285718,0.04253208878120248,0.04265907407407407,0.04241657397681815,0.5031501170920444,0.5254905447862959,0.5593483992525745,0.4878906008291564,0.5070985959683113,0.4438821176756951,1
0.5526717616017118,0.22014051522248138,0.6034472358242862,0.39771781042272963,0.49523769523416666,0.043070000000000004,0.04258704761904765,0.04263967102496198,0.04265314814814814,0.04261782908991311,0.5055851633613857,0.5518841366112098,0.5526717616017118,0.4905719591457752,0.5062294311236484,0.46748363015531136,1
0.5495321877142144,0.2295081967213152,0.7837626854020294,0.6031639580819915,0.4944267509108333,0.04305666666666666,0.04262019047619051,0.04272307015330292,0.042638518518518506,0.04276909063236771,0.506632350720081,0.5459228265073377,0.5495321877142144,0.49368426527571885,0.5079034287511796,0.5306341612956503,1
0.5246570588448937,0.302107728337234,0.7494145199063231,0.7122081470442129,0.4930107463116667,0.042953333333333336,0.042644365079365115,0.04276912278930901,0.04262944444444444,0.04285064259286395,0.5063683981272404,0.5461661351900422,0.5246570588448937,0.49569773390862004,0.5044628875665519,0.6127805640393571,1
0.6867298487757734,0.15040650406503875,0.7726591902921375,0.76861213186683,0.499230908995,0.04405,0.04277404761904766,0.0430252982314472,0.04268092592592593,0.0432738446073924,0.5113167816254119,0.6414768806073152,0.6867298487757734,0.5002660775832726,0.5186827851479708,0.7358233664622006,0
0.693569806163663,0.12330623306233024,0.8080598448451325,0.7767111850145311,0.5014362639150001,0.044116666666666665,0.04290660317460322,0.0432435719184911,0.042732037037037034,0.04361639886073474,0.5137234765518925,0.6507175780431605,0.693569806163663,0.5054874671098181,0.5202846135702492,0.7652675315475406,0
0.6691807929958375,0.16531165311653112,0.8536585365853666,0.8114591905742122,0.5005751636516667,0.04401333333333333,0.043024555555555594,0.04339752420145954,0.04281425925925925,0.04383793467425717,0.513666216501023,0.6231467799122266,0.6691807929958375,0.5102667007593021,0.5195561501534587,0.750272744363933,0
0.6853257727290424,0.10840108401083787,0.8676603432701002,0.8431262415668663,0.5011458569041667,0.044153333333333336,0.04315160317460322,0.0435486860278343,0.04290796296296295,0.04404509995243463,0.5134063871000325,0.6129560011138966,0.6853257727290424,0.5166659263701033,0.5254681053633767,0.75503013118858,0
