RSI,WILLR,K,D,OBV,close,WMA,EMA9,SMA,TEMA,MacdHist,CCI,CMO,PPO,ROC,MFI,strategy
0.6263424873104525,0.22680145152928954,0.8384353741496592,0.8151755651755643,0.5416258614841667,0.2596466666666667,0.2567584444444443,0.2577577414254552,0.2549194444444444,0.26058173488460706,0.48543650656395515,0.5531977885371923,0.6263424873104525,0.531131306617245,0.4980816942476405,0.6520408217306327,1
0.5778916924977086,0.40777215863721133,0.8207070707070705,0.82500171785886,0.5392740911325,0.25745666666666667,0.2570962063492062,0.2576975264736975,0.25578907407407403,0.2600428176956988,0.4762742344577519,0.5383577160898757,0.5778916924977086,0.5259692958946647,0.49584638693441524,0.5669934406272892,1
0.603246463366937,0.2736225712004278,0.8193330106983204,0.8261584851850167,0.5421416526516667,0.2591366666666667,0.2575348412698411,0.2579853545122913,0.2566953703703704,0.2601273937166573,0.47903596312087243,0.5376149196550752,0.603246463366937,0.5209421778477555,0.49833335470058077,0.6486586290959502,1
0.64437192343275,0.08976930792377236,0.8451015696247738,0.8283805503433882,0.5489351477866666,0.26214,0.25819034920634903,0.25881628360983305,0.2577457407407407,0.2611330832235661,0.49489801295166996,0.5696590797815928,0.6443719234327502,0.5157856602398677,0.5010384943742912,0.662054996252539,1
0.6954593261550863,0.037837837837836376,0.9116829685566479,0.8587058496265807,0.55636731005,0.26665333333333335,0.259178857142857,0.2603836935545331,0.2586268518518518,0.26334206766531626,0.5245056400052733,0.6171922901129286,0.6954593261550863,0.5174243548214258,0.5286894455092196,0.6379440060430317,1
0.6940319587461278,0.10715569938870974,0.9325848030631216,0.8964564470815144,0.54967619667,0.26659333333333335,0.2600481746031745,0.26162562151029317,0.25916407407407405,0.2649530907215195,0.537078300536092,0.6445892840915621,0.6940319587461278,0.5166742472221199,0.5200468170882372,0.641723708715324,1
0.7493674092378542,0.025079273565869257,0.9435502813751736,0.9292726843316477,0.5573681764091667,0.27258666666666664,0.26137704761904745,0.2638178305415679,0.2602162962962963,0.2680930011087114,0.5691224738876045,0.6709011151316132,0.7493674092378544,0.5173635320934761,0.5295069866224633,0.730498683748002,1
0.751226818673114,0.09544612126025848,0.9241063019283875,0.9334137954555609,0.5652857653750001,0.2728166666666667,0.26262404761904745,0.2656175977665876,0.26114259259259254,0.27048618101068633,0.581189796847616,0.6677186003962788,0.751226818673114,0.5199456280514855,0.5283322144185086,0.7441829289107589,1
0.7705424883611343,0.04215938303341869,0.9459641516908175,0.9378735783314596,0.572186131725,0.27524,0.26402615873015856,0.2675420782132701,0.2619533333333333,0.27301468377343524,0.5919018511559441,0.6455494070009654,0.7705424883611343,0.5249287173663052,0.5321663809437879,0.8815351783036312,1
0.7807310972447926,0.03664166185804914,0.9440213217307428,0.9380305917833159,0.5775335628516667,0.27658666666666665,0.2654536984126983,0.2693509959039494,0.26289629629629624,0.27527828548805594,0.5955868659992433,0.6273605462815155,0.7807310972447928,0.5290646860640326,0.5339717106194576,0.9655624281444326,1
0.7850810716980767,0.06023600439077917,0.9587695933925677,0.949585022271376,0.5821347782583334,0.27715666666666666,0.26683817460317444,0.27091213005649284,0.2638492592592592,0.27707121939788926,0.5910254297469661,0.6090703175945268,0.7850810716980766,0.5337037673348931,0.5337189000436491,0.9670794656123014,1
0.8598954412485277,0.11804046146129413,0.9385758519014002,0.9471222556749035,0.5972169165983333,0.29140333333333335,0.269500857142857,0.27501037071186096,0.26550518518518507,0.2830108300867796,0.649698038957452,0.6506757917471521,0.8598954412485277,0.5456663461407786,0.5659269521084455,0.972364095224703,1
0.8950368722998547,0.061103123774670136,0.9306020856050737,0.9426491769663471,0.6190142813916667,0.30412666666666666,0.27322390476190456,0.28083362990282207,0.26839092592592584,0.2915989066675462,0.731947475274334,0.6685522478059954,0.8950368722998547,0.5601616108991886,0.586807476106559,0.9781258513081739,1
0.8988589406985747,0.02620572474186375,0.9392492401901069,0.9361423925655269,0.635708164865,0.30590666666666666,0.2769063650793649,0.285848237255591,0.27114592592592585,0.29855124863139115,0.7670541266520263,0.6414786365637821,0.8988589406985747,0.5732424423146595,0.58347956562651,0.9811418285318454,1
0.9103999304080671,0.20421424817239245,0.9070462959695688,0.9256325405882496,0.6627035734666666,0.3117533333333333,0.2809346507936506,0.2910292564711395,0.2741657407407406,0.30554221088408945,0.7928514398964187,0.6539254385285411,0.9103999304080671,0.5856233306670765,0.5845667283364168,0.9848885510048038,1
0.9105753531582111,0.20287639160972834,0.8576971862113504,0.9013309074570087,0.6809263233,0.31184666666666666,0.2846881587301585,0.2951927385102449,0.2771468518518517,0.31062295838151455,0.7825292813123993,0.6208613215086238,0.9105753531582111,0.5949695331593895,0.5848733401685463,0.8742458875285005,1
0.801885481515063,0.29945517582961884,0.7698233149337688,0.8448555990382293,0.6662656002475,0.30584666666666666,0.28760580952380926,0.29732352414152924,0.27977148148148134,0.3122008222896485,0.7218750752858284,0.5842942824484597,0.8018854815150631,0.5999877415966813,0.5610081197417335,0.7924530143255274,1
0.8073742216001939,0.2906779224790242,0.7461417172344595,0.7912207394598596,0.6734734186858333,0.30717666666666665,0.2904194126984125,0.29929415264655673,0.2824485185185184,0.3135134787119844,0.6730037477096725,0.5711953370788172,0.8073742216001939,0.6055025457595813,0.5629726922841957,0.7497392333918712,1
0.8375488852260145,0.169597855227882,0.7633905107745236,0.7597851809809173,0.6856304814258334,0.31545666666666666,0.29378830158730135,0.3025266554505787,0.285549074074074,0.31693087845274687,0.6681869081154912,0.5835123576720846,0.8375488852260145,0.6121385748442687,0.5730574528895994,0.7587881048066191,1
